# The 144 specified mutation obligations of P01–P22, enumerated.
#
# ===========================================================================
# WHY THIS FILE EXISTS BESIDE register.tsv
# ===========================================================================
# build/proof/register.tsv enumerates the twenty-two PROOF TESTS and counts
# their mutants. It does not name them. So "P17 has 0 of 19" is auditable as
# arithmetic and not as evidence: nothing in the repository said which nineteen,
# what each one changes, or what is supposed to catch it.
#
# This file is that enumeration, one row per specified mutation, and it is the
# single source of truth for the mutation set. docs/testing-strategy.md §4
# carries the tables for P01–P15; §4.3 states that P16–P22 "are specified in
# full by their owning ADRs and are cited here, not restated", so their sixty-
# five mutants live in ADR-0016, -0017, -0019, -0020, -0021, -0022 and -0023.
# A catalogue built from testing-strategy.md alone is sixty-four rows short and
# looks complete, which is exactly the failure this file exists to prevent.
#
# MUTATION and EXPECTED_ORACLE are transcribed VERBATIM from those tables' two
# columns (rule PT-4: a consumed conformance surface is not re-derived). Only
# markdown markup is stripped.
#
# ===========================================================================
# 144 SPECIFIED, 143 DISTINCT PATCHES
# ===========================================================================
# §4.3: "M-P20-3 (remove-then-add instead of atomic swap) is THE SAME MUTANT as
# M-P09-3, declared as shared so it is not counted twice as independent
# evidence." Both ids are rows here, because dropping one breaks the count §4
# calls load-bearing; M-P20-3 carries STATUS `SHARED-WITH:M-P09-3` so that one
# patch can never be counted as two pieces of evidence.
#
# The per-proof counts reconcile with register.tsv's MUT_SPEC column exactly:
#   P01 4  P02 5  P03 5  P04 5  P05 5  P06 9  P07 5  P08 4  P09 3  P10 7
#   P11 5  P12 5  P13 5  P14 4  P15 8  P16 6  P17 19 P18 10 P19 6  P20 7
#   P21 6  P22 11                                                = 144
# build/proof/mutation-gate.sh asserts that reconciliation on every run.
#
# ===========================================================================
# THE STATUS VOCABULARY — AND WHY THERE IS NO WORD THAT COULD BE MISREAD
# ===========================================================================
# A specification entry with no executable implementation is UNDISCHARGED. It is
# not a pass, it is not a skip, and it must never be counted alongside a killed
# mutant. STATUS here is the IMPLEMENTATION state; the EXECUTION verdict
# (killed / survived / timeout / unviable / not-executed) is decided by
# build/proof/run-mutants.sh at run time and reported by mutation-gate.sh, which
# also fails if the two disagree.
#
#   IMPLEMENTED           a patch for this id exists in build/mutants/. OWNER
#                         names the workspace and the cargo command that must
#                         fail against it. Whether it is actually KILLED is the
#                         run's verdict, never this file's claim.
#   SHARED-WITH:<id>      §4.3 declares this obligation to be the same mutant as
#                         <id>. One patch, one piece of evidence, two rows.
#   MISSING-UNIMPLEMENTED no patch exists, and the OWNING PROOF TEST has at
#                         least one evidence command that runs on a plain Linux
#                         runner. That is a triage hint about the proof, NOT a
#                         claim that this particular mutant is catchable by it:
#                         the NEEDS column is the authority on what is absent,
#                         and for most of these rows it names infrastructure the
#                         runner does not have. UNDISCHARGED either way.
#   MISSING-NO-ORACLE     no patch exists and the owning proof test has no
#                         runnable evidence command at all, or this row's NEEDS
#                         names the specific missing assertion that was checked
#                         against the code and found unable to see the defect.
#                         UNDISCHARGED.
#
# Both MISSING states count identically in every total mutation-gate.sh prints.
# The split exists so the next person knows where to start, not so one of them
# can be read as nearly-done.
#
# NEEDS is per-row where this catalogue's author verified the reason against the
# code and the candidate oracle; otherwise it is the owning register row's NEEDS
# column, which is that proof test's own statement of what is absent.
#
# Columns, tab-separated:
#   ID  PROOF  COMPONENT  REQUIREMENT  MUTATION  EXPECTED_ORACLE  OWNER  STATUS  NEEDS
#
M-P03-2	P03	core/twinvpn-relay-client + services/relay — relay failover	ADR-0006 §11.16 — relay failover preserves session_id and keys across four failure modes	Tunnel rekeyed on relay change	A CRYPTO.* handshake event appears	-	MISSING-UNIMPLEMENTED	four distinct relay-process failure modes against real relay processes; in-flight inner-TCP survival across the cutover; dual packet captures; seeded region-spread. RELAY.FAILOVER.COMPLETED is registered and asserted by nothing. M-P03-4 (grey stall) and M-P03-5 have no catching test.
M-P03-3	P03	core/twinvpn-relay-client + services/relay — relay failover	ADR-0006 §11.16 — relay failover preserves session_id and keys across four failure modes	Standby selected in the same failure_domain	Region variant loses both relays; to.failure_domain == from.failure_domain	-	MISSING-UNIMPLEMENTED	four distinct relay-process failure modes against real relay processes; in-flight inner-TCP survival across the cutover; dual packet captures; seeded region-spread. RELAY.FAILOVER.COMPLETED is registered and asserted by nothing. M-P03-4 (grey stall) and M-P03-5 have no catching test.
M-P03-4	P03	core/twinvpn-relay-client + services/relay — relay failover	ADR-0006 §11.16 — relay failover preserves session_id and keys across four failure modes	Only hard failure detected (grey stall ignored)	The accept-then-stall mode never triggers failover; traffic stops with no state change	-	MISSING-UNIMPLEMENTED	four distinct relay-process failure modes against real relay processes; in-flight inner-TCP survival across the cutover; dual packet captures; seeded region-spread. RELAY.FAILOVER.COMPLETED is registered and asserted by nothing. M-P03-4 (grey stall) and M-P03-5 have no catching test.
M-P03-5	P03	core/twinvpn-relay-client + services/relay — relay failover	ADR-0006 §11.16 — relay failover preserves session_id and keys across four failure modes	Failover requires a relay-selection-service call	Blackholed variant fails; I5 violated	-	MISSING-UNIMPLEMENTED	four distinct relay-process failure modes against real relay processes; in-flight inner-TCP survival across the cutover; dual packet captures; seeded region-spread. RELAY.FAILOVER.COMPLETED is registered and asserted by nothing. M-P03-4 (grey stall) and M-P03-5 have no catching test.
M-P04-1	P04	core/twinvpn-session — unattended reconnect and the T20 cause code	docs/reliability.md §4.5 T20 — every fault class recovers unattended and every bad-state entry carries a discriminating cause	Reconnect requires user action after N attempts	Unattended assertion fails	-	MISSING-UNIMPLEMENTED	a real supervised agent to SIGKILL and restart; namespace reboot; on-disk Endpoint cache across a reboot; wire corroboration of zero egress under FAIL_CLOSED. The four-variant `caused_by` DISCRIMINATION - the defect M-P04-5 exists to catch - is not asserted.
M-P04-2	P04	core/twinvpn-session — unattended reconnect and the T20 cause code	docs/reliability.md §4.5 T20 — every fault class recovers unattended and every bad-state entry carries a discriminating cause	Backoff without jitter	Attempt timestamps are exactly periodic; herd behaviour visible with 16 devices	-	MISSING-UNIMPLEMENTED	a real supervised agent to SIGKILL and restart; namespace reboot; on-disk Endpoint cache across a reboot; wire corroboration of zero egress under FAIL_CLOSED. The four-variant `caused_by` DISCRIMINATION - the defect M-P04-5 exists to catch - is not asserted.
M-P04-3	P04	core/twinvpn-session — unattended reconnect and the T20 cause code	docs/reliability.md §4.5 T20 — every fault class recovers unattended and every bad-state entry carries a discriminating cause	Endpoint cache not persisted	Variants (c)/(d) require the control plane; blackholed variant never recovers	-	MISSING-UNIMPLEMENTED	a real supervised agent to SIGKILL and restart; namespace reboot; on-disk Endpoint cache across a reboot; wire corroboration of zero egress under FAIL_CLOSED. The four-variant `caused_by` DISCRIMINATION - the defect M-P04-5 exists to catch - is not asserted.
M-P04-4	P04	core/twinvpn-session — unattended reconnect and the T20 cause code	docs/reliability.md §4.5 T20 — every fault class recovers unattended and every bad-state entry carries a discriminating cause	RECONNECTING entered without a Diagnostic	A-16 assertion fails	core::cargo test -q -p twinvpn-session --test no_silent_failure no_reachable_move_is_silent_and_every_record_is_well_formed	IMPLEMENTED	-
M-P04-5	P04	core/twinvpn-session — unattended reconnect and the T20 cause code	docs/reliability.md §4.5 T20 — every fault class recovers unattended and every bad-state entry carries a discriminating cause	T20 omits the caused_by evidence field, or emits the same caused_by for all four variants	The discrimination assertion fails; R-22 unmet even though A-16 is satisfied, because a single state code without the cause in evidence cannot tell a user *why* the path died	-	MISSING-UNIMPLEMENTED	a real supervised agent to SIGKILL and restart; namespace reboot; on-disk Endpoint cache across a reboot; wire corroboration of zero egress under FAIL_CLOSED. The four-variant `caused_by` DISCRIMINATION - the defect M-P04-5 exists to catch - is not asserted.
M-P05-1	P05	core/twinvpn-session + core/twinvpn-path — path migration and roaming	ADR-0006 §11.10 + §11.17 — an address change migrates the path without teardown, re-handshake or session_id change	Address change triggers teardown + reconnect	DISCONNECTED/RECONNECTING appears; session_id changes; TCP resets	-	MISSING-UNIMPLEMENTED	a veth leg moved between access bridges with re-addressing; an inner TCP stream with per-packet markers driven across the cutover; NAT mapping-expiry injection; a real agent event stream. The cross-family v4-only to v6-only roam (V5) and the measured T_MIGRATE_QUEUE loss bound are not asserted.
M-P05-2	P05	core/twinvpn-session + core/twinvpn-path — path migration and roaming	ADR-0006 §11.10 + §11.17 — an address change migrates the path without teardown, re-handshake or session_id change	Migration commits before path validation	Traffic is emitted on an unvalidated path; the black-hole roam variant loses the session	-	MISSING-UNIMPLEMENTED	a veth leg moved between access bridges with re-addressing; an inner TCP stream with per-packet markers driven across the cutover; NAT mapping-expiry injection; a real agent event stream. The cross-family v4-only to v6-only roam (V5) and the measured T_MIGRATE_QUEUE loss bound are not asserted.
M-P05-3	P05	core/twinvpn-session + core/twinvpn-path — path migration and roaming	ADR-0006 §11.10 + §11.17 — an address change migrates the path without teardown, re-handshake or session_id change	Break-before-make (old path released first)	Loss exceeds the T_MIGRATE_QUEUE bound even when the old path was alive	-	MISSING-UNIMPLEMENTED	a veth leg moved between access bridges with re-addressing; an inner TCP stream with per-packet markers driven across the cutover; NAT mapping-expiry injection; a real agent event stream. The cross-family v4-only to v6-only roam (V5) and the measured T_MIGRATE_QUEUE loss bound are not asserted.
M-P05-4	P05	core/twinvpn-session + core/twinvpn-path — path migration and roaming	ADR-0006 §11.10 + §11.17 — an address change migrates the path without teardown, re-handshake or session_id change	Re-handshake on migration	A CRYPTO.* handshake event appears	-	MISSING-UNIMPLEMENTED	a veth leg moved between access bridges with re-addressing; an inner TCP stream with per-packet markers driven across the cutover; NAT mapping-expiry injection; a real agent event stream. The cross-family v4-only to v6-only roam (V5) and the measured T_MIGRATE_QUEUE loss bound are not asserted.
M-P05-5	P05	core/twinvpn-session + core/twinvpn-path — path migration and roaming	ADR-0006 §11.10 + §11.17 — an address change migrates the path without teardown, re-handshake or session_id change	Upgrade path implemented as reconnect-as-direct	The upgrade variant shows RELAYED → RECONNECTING → WAN_DIRECT	-	MISSING-UNIMPLEMENTED	a veth leg moved between access bridges with re-addressing; an inner TCP stream with per-packet markers driven across the cutover; NAT mapping-expiry injection; a real agent event stream. The cross-family v4-only to v6-only roam (V5) and the measured T_MIGRATE_QUEUE loss bound are not asserted.
M-P06-1	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Peers serialized / queued	Concurrency oracle fails	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-2	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Per-peer interfaces	Single-interface oracle fails	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-3	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Inter-peer transit open by default	Isolation oracle fails	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-4	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Inner source header trusted	Anti-spoofing oracle fails	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-5	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Single global counter set	Accounting attribution fails	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-6	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Shared FIFO scheduler	Fairness p99 breached by the noisy neighbour	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-7	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Shared conntrack table	B's flows fail when A exhausts quota	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-8	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Addresses leased rather than derived	DHCP frames appear on twin0; restart renumbers	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P06-9	P06	core/twinvpn-gateway — multi-client gateway data plane	ADR-0013 §11.16 — many paired devices share one gateway concurrently, isolated, attributed and fairly scheduled	Policy evaluated at connect time only	In-flight revocation does not take effect	-	MISSING-UNIMPLEMENTED	16 and 64 real paired devices on one gateway; a full twin0 capture; uplink saturation with a noisy neighbour; conntrack pressure. The DESIGNATED fairness oracle gw_peer_floor_share_bps / gw_peer_achieved_bps does not exist in the codebase, nor does any gw_* metric, and there is no forwarding data plane - so M-P06-2, -5, -6, -8 and -9 have nothing to assert against.
M-P07-1	P07	core/twinvpn-enforce + core/twinvpn-route — kill switch and leak prevention	ADR-0012 §11.9 — zero marked bytes leave off-tunnel in every variant, in both families, with a green positive control	Tier-2 object omits the v6 filter	v6 deny counter never increments; marked bytes appear on the wire	core::cargo test -q -p twinvpn-enforce --test fail_closed tier_2_permits_only_the_overlay_interface_and_names_no_prefix	IMPLEMENTED	-
M-P07-2	P07	core/twinvpn-enforce + core/twinvpn-route — kill switch and leak prevention	ADR-0012 §11.9 — zero marked bytes leave off-tunnel in every variant, in both families, with a green positive control	Tier 1 prefix-enumerated rather than complement-form in full-tunnel mode	A destination outside the enumeration leaks	core::cargo test -q -p twinvpn-enforce --test fail_closed full_tunnel_tier_1_is_complement_form_and_never_prefix_enumerated	IMPLEMENTED	-
M-P07-3	P07	core/twinvpn-enforce + core/twinvpn-route — kill switch and leak prevention	ADR-0012 §11.9 — zero marked bytes leave off-tunnel in every variant, in both families, with a green positive control	Rules are destination-prefix allow-lists rather than interface-scoped	Variants (b)/(c) leak until the 1 s re-assertion, and the ruleset_digest changes	core::cargo test -q -p twinvpn-enforce --test fail_closed tier_2_permits_only_the_overlay_interface_and_names_no_prefix	IMPLEMENTED	-
M-P07-4	P07	core/twinvpn-enforce + core/twinvpn-route — kill switch and leak prevention	ADR-0012 §11.9 — zero marked bytes leave off-tunnel in every variant, in both families, with a green positive control	v4-only tunnel leaves v6 open instead of blocking (DEGRADED suppressed)	Variant (d) leaks and reports connected	core::cargo test -q -p twinvpn-enforce --test fail_closed a_missing_family_is_never_reported_as_protected	IMPLEMENTED	-
M-P07-5	P07	core/twinvpn-enforce + core/twinvpn-route — kill switch and leak prevention	ADR-0012 §11.9 — zero marked bytes leave off-tunnel in every variant, in both families, with a green positive control	Absent per-family grant treated as permission	Variant (e) leaks; KS-8 violated	core::cargo test -q -p twinvpn-route --test both_families a_one_family_exit_grant_blocks_the_other_family_rather_than_leaking_it	IMPLEMENTED	-
M-P08-1	P08	core/twinvpn-dns — DNS containment and scope separation	ADR-0011 §11.12 — no protected-scope query reaches an off-tunnel resolver on any channel or family	Egress permitted to the DHCP-supplied resolver while armed	Negative canary counter does not increment; queries appear on the wire	-	MISSING-UNIMPLEMENTED	a host resolver actually pointed at the stub; a reachable off-tunnel resolver; capture on 53/853 and the DoH list in both families; a captive portal with a real exemption window; Android and Windows hosts for the platform bypass channels. The positive canary that makes an inert-resolver pass impossible (V3) is not implemented.
M-P08-2	P08	core/twinvpn-dns — DNS containment and scope separation	ADR-0011 §11.12 — no protected-scope query reaches an off-tunnel resolver on any channel or family	Portal-window answers cached into protected resolution	Portal variant serves a portal-scope answer to a protected-scope query (DN-1 violated)	-	MISSING-UNIMPLEMENTED	a host resolver actually pointed at the stub; a reachable off-tunnel resolver; capture on 53/853 and the DoH list in both families; a captive portal with a real exemption window; Android and Windows hosts for the platform bypass channels. The positive canary that makes an inert-resolver pass impossible (V3) is not implemented.
M-P08-3	P08	core/twinvpn-dns — DNS containment and scope separation	ADR-0011 §11.12 — no protected-scope query reaches an off-tunnel resolver on any channel or family	Falls back to the host resolver on stub failure	DN-10 clause 1 violated; off-tunnel query observed	-	MISSING-UNIMPLEMENTED	a host resolver actually pointed at the stub; a reachable off-tunnel resolver; capture on 53/853 and the DoH list in both families; a captive portal with a real exemption window; Android and Windows hosts for the platform bypass channels. The positive canary that makes an inert-resolver pass impossible (V3) is not implemented.
M-P08-4	P08	core/twinvpn-dns — DNS containment and scope separation	ADR-0011 §11.12 — no protected-scope query reaches an off-tunnel resolver on any channel or family	Containment covers v4 only	AAAA canary leaks; V5 failure	-	MISSING-UNIMPLEMENTED	a host resolver actually pointed at the stub; a reachable off-tunnel resolver; capture on 53/853 and the DoH list in both families; a captive portal with a real exemption window; Android and Windows hosts for the platform bypass channels. The positive canary that makes an inert-resolver pass impossible (V3) is not implemented.
M-P09-1	P09	core/twinvpn-platform + platform shells — enforcement durability	ADR-0012 §11.9 + §11.6 — enforcement outlives the agent process, the installer and the boot window	Enforcement is process-resident (E4)	Procedures A, B and D leak the instant the process is gone	-	MISSING-UNIMPLEMENTED	a real agent to SIGKILL and hold down 60s; a real installer with an interrupted-mid-write variant; reboot with the generator ordered before the agent; 1ms rule-set sampling; Windows, macOS, OpenWrt and Android hosts; an iOS device farm with a lab AP for the companion-host capture. Only procedure C's atomic-swap oracle is genuinely asserted; A, B and D reduce to declared-custody facts.
